language,vulnerability_type,vulnerable_code,fixed_code
C#,Cross-Site Scripting (XSS),"Response.Write(\<script>alert('\"" + Request.Form[\""msg\""] + \""');</script>\"");""","Response.Write(\<script>alert('\"" + HttpUtility.JavaScriptStringEncode(Request.Form[\""msg\""]) + \""');</script>\"");"""
C#,Cross-Site Scripting (XSS),"string jsCode = Request.QueryString[\jsCode\""]; \nResponse.Write(\""<script>var code = '\"" + jsCode + \""';</script>\"");""","string jsCode = Request.QueryString[\jsCode\""]; \nResponse.Write(\""<script>var code = '\"" + HttpUtility.JavaScriptStringEncode(jsCode) + \""';</script>\"");"""
C#,Cross-Site Scripting (XSS),"string urlParam = Request.QueryString[\url\""]; \nResponse.Write(\""<a href='details.aspx?data=\"" + urlParam + \""'>Details</a>\"");""","string urlParam = Request.QueryString[\url\""]; \nResponse.Write(\""<a href='details.aspx?data=\"" + HttpUtility.UrlEncode(urlParam) + \""'>Details</a>\"");"""
C#,Cross-Site Scripting (XSS),"string userData = Request.Form[\data\""]; \nResponse.Write(\""<div data-info='\"" + userData + \""'>Info</div>\"");""","string userData = Request.Form[\data\""]; \nResponse.Write(\""<div data-info='\"" + HttpUtility.HtmlEncode(userData) + \""'>Info</div>\"");"""
C#,Cross-Site Scripting (XSS),"string unsafeInput = Request.QueryString[\unsafe\""]; \nResponse.Write($\""<h1>{unsafeInput}</h1>\"");""","string unsafeInput = Request.QueryString[\unsafe\""]; \nResponse.Write($\""<h1>{HttpUtility.HtmlEncode(unsafeInput)}</h1>\"");"""
C#,Cross-Site Scripting (XSS),"string dynamicContent = Request.Form[\content\""]; \nResponse.Output.Write(\""<div>\"" + dynamicContent + \""</div>\"");""","string dynamicContent = Request.Form[\content\""]; \nResponse.Output.Write(\""<div>\"" + HttpUtility.HtmlEncode(dynamicContent) + \""</div>\"");"""
C#,Cross-Site Request Forgery (CSRF),"[HttpPost]\npublic ActionResult TransferFunds(string account, decimal amount)\n{\n    // Vulnerable: No CSRF token check\n    transactionService.Transfer(account, amount);\n    return RedirectToAction(\Success\"");\n}""","[HttpPost]\n[ValidateAntiForgeryToken]\npublic ActionResult TransferFunds(string account, decimal amount)\n{\n    transactionService.Transfer(account, amount);\n    return RedirectToAction(\Success\"");\n}"""
C#,Cross-Site Request Forgery (CSRF),"protected void btnSubmit_Click(object sender, EventArgs e)\n{\n    // Vulnerable: No CSRF protection\n    OrderService.SubmitOrder(txtOrderId.Text);\n}","protected void btnSubmit_Click(object sender, EventArgs e)\n{\n    if(Page.IsValid && ValidateCsrfToken())\n    {\n         OrderService.SubmitOrder(txtOrderId.Text);\n    }\n    else\n    {\n         Response.StatusCode = 403;\n    }\n}"
Java,Cross-Site Request Forgery (CSRF),"String action = request.getParameter(\action\"");\nif(action.equals(\""deleteAccount\"")) { userService.deleteAccount(userId); }""","String csrfToken = request.getParameter(\csrfToken\"");\nif(request.getSession().getAttribute(\""csrfToken\"").equals(csrfToken)) { userService.deleteAccount(userId); } else { response.sendError(HttpServletResponse.SC_FORBIDDEN); }"""
Java,Cross-Site Request Forgery (CSRF),"String username = request.getParameter(\username\"");\nString password = request.getParameter(\""password\"");\nloginService.login(username, password);""","String csrfToken = request.getParameter(\csrfToken\"");\nif(request.getSession().getAttribute(\""csrfToken\"").equals(csrfToken)) { loginService.login(username, password); } else { response.sendError(HttpServletResponse.SC_FORBIDDEN); }"""
Java,Cross-Site Request Forgery (CSRF),"String profileData = request.getParameter(\profileData\"");\nuserService.updateProfile(profileData);""","String profileData = request.getParameter(\profileData\"");\nString csrfToken = request.getParameter(\""csrfToken\"");\nif(request.getSession().getAttribute(\""csrfToken\"").equals(csrfToken)) { userService.updateProfile(profileData); } else { response.sendError(HttpServletResponse.SC_FORBIDDEN); }"""
Java,Cross-Site Request Forgery (CSRF),"String newPassword = request.getParameter(\newPassword\"");\nuserService.changePassword(newPassword);""","String newPassword = request.getParameter(\newPassword\"");\nString csrfToken = request.getParameter(\""csrfToken\"");\nif(request.getSession().getAttribute(\""csrfToken\"").equals(csrfToken)) { userService.changePassword(newPassword); } else { response.sendError(HttpServletResponse.SC_FORBIDDEN); }"""
Java,Cross-Site Request Forgery (CSRF),"String token = request.getParameter(\token\"");\nif(token.equals(\""valid\"")) { processPayment(); }""","String csrfToken = request.getParameter(\csrfToken\"");\nif(request.getSession().getAttribute(\""csrfToken\"").equals(csrfToken)) { processPayment(); } else { response.sendError(HttpServletResponse.SC_FORBIDDEN); }"""
Java,Cross-Site Request Forgery (CSRF),"if(request.getParameter(\transfer\"") != null) { bankService.transferFunds(); }""","if(request.getMethod().equals(\POST\"")) {\n    String csrfToken = request.getParameter(\""csrfToken\"");\n    if(request.getSession().getAttribute(\""csrfToken\"").equals(csrfToken)) { bankService.transferFunds(); } else { response.sendError(HttpServletResponse.SC_FORBIDDEN); }\n} else { response.sendError(HttpServletResponse.SC_METHOD_NOT_ALLOWED); }"""
Java,Cross-Site Request Forgery (CSRF),"String settings = request.getParameter(\settings\"");\nsettingsService.updateSettings(settings);""","String settings = request.getParameter(\settings\"");\nString csrfToken = request.getParameter(\""csrfToken\"");\nif(request.getSession().getAttribute(\""csrfToken\"").equals(csrfToken)) { settingsService.updateSettings(settings); } else { response.sendError(HttpServletResponse.SC_FORBIDDEN); }"""
Java,Cross-Site Request Forgery (CSRF),"if(request.getParameter(\deleteItem\"") != null) { dataService.deleteItem(itemId); }""","if(request.getMethod().equals(\POST\"")) {\n    String csrfToken = request.getParameter(\""csrfToken\"");\n    if(request.getSession().getAttribute(\""csrfToken\"").equals(csrfToken)) { dataService.deleteItem(itemId); } else { response.sendError(HttpServletResponse.SC_FORBIDDEN); }\n} else { response.sendError(HttpServletResponse.SC_METHOD_NOT_ALLOWED); }"""
Java,Cross-Site Request Forgery (CSRF),"String newPassword = request.getParameter(\newPassword\"");\nuserService.changePassword(newPassword);""","if(request.getMethod().equals(\POST\"")) {\n    String newPassword = request.getParameter(\""newPassword\"");\n    String csrfToken = request.getParameter(\""csrfToken\"");\n    if(request.getSession().getAttribute(\""csrfToken\"").equals(csrfToken)) { userService.changePassword(newPassword); } else { response.sendError(HttpServletResponse.SC_FORBIDDEN); }\n} else { response.sendError(HttpServletResponse.SC_METHOD_NOT_ALLOWED); }"""
Java,Cross-Site Request Forgery (CSRF),"if(request.getParameter(\updateProfile\"") != null) { userService.updateProfile(request.getParameter(\""profileData\"")); }""","if(request.getMethod().equals(\POST\"")) {\n    String csrfToken = request.getParameter(\""csrfToken\"");\n    if(request.getSession().getAttribute(\""csrfToken\"").equals(csrfToken)) { userService.updateProfile(request.getParameter(\""profileData\"")); } else { response.sendError(HttpServletResponse.SC_FORBIDDEN); }\n} else { response.sendError(HttpServletResponse.SC_METHOD_NOT_ALLOWED); }"""
Java,Cross-Site Request Forgery (CSRF),"if(request.getParameter(\deleteAccount\"") != null) { accountService.deleteAccount(userId); }""","if(request.getMethod().equals(\POST\"")) {\n    String csrfToken = request.getParameter(\""csrfToken\"");\n    if(request.getSession().getAttribute(\""csrfToken\"").equals(csrfToken)) { accountService.deleteAccount(userId); } else { response.sendError(HttpServletResponse.SC_FORBIDDEN); }\n} else { response.sendError(HttpServletResponse.SC_METHOD_NOT_ALLOWED); }"""
Java,Cross-Site Request Forgery (CSRF),"if(request.getParameter(\activate\"") != null) { userService.activateUser(userId); }""","if(request.getMethod().equals(\POST\"")) {\n    String csrfToken = request.getParameter(\""csrfToken\"");\n    if(request.getSession().getAttribute(\""csrfToken\"").equals(csrfToken)) { userService.activateUser(userId); } else { response.sendError(HttpServletResponse.SC_FORBIDDEN); }\n} else { response.sendError(HttpServletResponse.SC_METHOD_NOT_ALLOWED); }"""
Java,Cross-Site Request Forgery (CSRF),"String settings = request.getParameter(\settings\"");\nuserService.updateSettings(settings);""","if(request.getMethod().equals(\POST\"")) {\n    String settings = request.getParameter(\""settings\"");\n    String csrfToken = request.getParameter(\""csrfToken\"");\n    if(request.getSession().getAttribute(\""csrfToken\"").equals(csrfToken)) { userService.updateSettings(settings); } else { response.sendError(HttpServletResponse.SC_FORBIDDEN); }\n} else { response.sendError(HttpServletResponse.SC_METHOD_NOT_ALLOWED); }"""
Java,Cross-Site Request Forgery (CSRF),"processOrder(request.getParameter(\orderId\""));""","String csrfToken = request.getParameter(\csrfToken\"");\nif(request.getSession().getAttribute(\""csrfToken\"").equals(csrfToken)) { processOrder(request.getParameter(\""orderId\"")); } else { response.sendError(HttpServletResponse.SC_FORBIDDEN); }"""
Java,Cross-Site Request Forgery (CSRF),"if(request.getParameter(\upload\"") != null) { fileService.uploadFile(request.getParameter(\""fileName\"")); }""","if(request.getMethod().equals(\POST\"")) {\n    String csrfToken = request.getParameter(\""csrfToken\"");\n    if(request.getSession().getAttribute(\""csrfToken\"").equals(csrfToken)) { fileService.uploadFile(request.getParameter(\""fileName\"")); } else { response.sendError(HttpServletResponse.SC_FORBIDDEN); }\n} else { response.sendError(HttpServletResponse.SC_METHOD_NOT_ALLOWED); }"""
Java,Cross-Site Request Forgery (CSRF),"userService.resetPassword(request.getParameter(\userId\""));""","if(request.getMethod().equals(\POST\"")) {\n    String csrfToken = request.getParameter(\""csrfToken\"");\n    if(request.getSession().getAttribute(\""csrfToken\"").equals(csrfToken)) { userService.resetPassword(request.getParameter(\""userId\"")); } else { response.sendError(HttpServletResponse.SC_FORBIDDEN); }\n} else { response.sendError(HttpServletResponse.SC_METHOD_NOT_ALLOWED); }"""
C#,Cross-Site Request Forgery (CSRF),"if(request.getParameter(\authToken\"") != null) { processPayment(); }""","String csrfToken = request.getParameter(\csrfToken\"");\nif(request.getSession().getAttribute(\""csrfToken\"").equals(csrfToken)) { processPayment(); } else { response.sendError(HttpServletResponse.SC_FORBIDDEN); }"""
C#,Cross-Site Request Forgery (CSRF),"if(request.getParameter(\changeStatus\"") != null) { orderService.changeStatus(orderId, \""shipped\""); }""","if(request.getMethod().equals(\POST\"")) {\n    String csrfToken = request.getParameter(\""csrfToken\"");\n    if(request.getSession().getAttribute(\""csrfToken\"").equals(csrfToken)) { orderService.changeStatus(orderId, \""shipped\""); } else { response.sendError(HttpServletResponse.SC_FORBIDDEN); }\n} else { response.sendError(HttpServletResponse.SC_METHOD_NOT_ALLOWED); }"""
C#,Cross-Site Request Forgery (CSRF),"string action = Request.QueryString[\action\""];\n// Vulnerable: State-changing GET request without CSRF token\nif(action == \""deleteAccount\"") { AccountService.DeleteAccount(userId); }""","string csrfToken = Request.QueryString[\csrfToken\""];\nif(Session[\""csrfToken\""].ToString() == csrfToken) {\n    if(action == \""deleteAccount\"") { AccountService.DeleteAccount(userId); }\n} else { throw new UnauthorizedAccessException(); }"""
C#,Cross-Site Request Forgery (CSRF),"if(Request.Form[\login\""] == \""true\"") { AuthService.Login(Request.Form[\""username\""], Request.Form[\""password\""]); }""","if(Request.HttpMethod == \POST\"") {\n    string csrfToken = Request.Form[\""csrfToken\""];\n    if(Session[\""csrfToken\""].ToString() == csrfToken) {\n         if(Request.Form[\""login\""] == \""true\"") { AuthService.Login(Request.Form[\""username\""], Request.Form[\""password\""]); }\n    } else { throw new UnauthorizedAccessException(); }\n} else { throw new HttpException(405, \""Method Not Allowed\""); }"""
C#,Cross-Site Request Forgery (CSRF),"UserService.UpdateProfile(Request.Form[\profileData\""]);""","if(Request.HttpMethod == \POST\"") {\n    string csrfToken = Request.Form[\""csrfToken\""];\n    if(Session[\""csrfToken\""].ToString() == csrfToken) { UserService.UpdateProfile(Request.Form[\""profileData\""]); } else { throw new UnauthorizedAccessException(); }\n} else { throw new HttpException(405, \""Method Not Allowed\""); }"""
C#,Cross-Site Request Forgery (CSRF),"ChangePassword(Request.Form[\newPassword\""]);""","if(Request.HttpMethod == \POST\"") {\n    string csrfToken = Request.Form[\""csrfToken\""];\n    if(Session[\""csrfToken\""].ToString() == csrfToken) { ChangePassword(Request.Form[\""newPassword\""]); } else { throw new UnauthorizedAccessException(); }\n} else { throw new HttpException(405, \""Method Not Allowed\""); }"""
C#,Cross-Site Request Forgery (CSRF),"if(Request.QueryString[\upgrade\""] == \""true\"") { MembershipService.UpgradeAccount(userId); }""","if(Request.HttpMethod == \POST\"") {\n    string csrfToken = Request.Form[\""csrfToken\""];\n    if(Session[\""csrfToken\""].ToString() == csrfToken && Request.QueryString[\""upgrade\""] == \""true\"") { MembershipService.UpgradeAccount(userId); } else { throw new UnauthorizedAccessException(); }\n} else { throw new HttpException(405, \""Method Not Allowed\""); }"""
C#,Cross-Site Request Forgery (CSRF),"if(Request.Form[\coupon\""] != null) { CouponService.ApplyCoupon(Request.Form[\""coupon\""]); }""","if(Request.HttpMethod == \POST\"") {\n    string csrfToken = Request.Form[\""csrfToken\""];\n    if(Session[\""csrfToken\""].ToString() == csrfToken && Request.Form[\""coupon\""] != null) {\n         CouponService.ApplyCoupon(Request.Form[\""coupon\""]);\n    } else { throw new UnauthorizedAccessException(); }\n} else { throw new HttpException(405, \""Method Not Allowed\""); }"""
C#,Cross-Site Request Forgery (CSRF),"if(Request.QueryString[\cancel\""] != null) { OrderService.CancelOrder(Request.QueryString[\""orderId\""]); }""","if(Request.HttpMethod == \POST\"") {\n    string csrfToken = Request.Form[\""csrfToken\""];\n    if(Session[\""csrfToken\""].ToString() == csrfToken) {\n         OrderService.CancelOrder(Request.Form[\""orderId\""]);\n    } else { throw new UnauthorizedAccessException(); }\n} else { throw new HttpException(405, \""Method Not Allowed\""); }"""
C#,Cross-Site Request Forgery (CSRF),"if(Request.Form[\freeShipping\""] == \""true\"") { shippingCost = 0; }""","if(Request.HttpMethod == \POST\"") {\n    string csrfToken = Request.Form[\""csrfToken\""];\n    if(Session[\""csrfToken\""].ToString() == csrfToken) {\n         if(Request.Form[\""freeShipping\""] == \""true\"") { shippingCost = 0; } else { shippingCost = ShippingService.CalculateShipping(productId, quantity); }\n    } else { throw new UnauthorizedAccessException(); }\n} else { throw new HttpException(405, \""Method Not Allowed\""); }"""
C#,Cross-Site Request Forgery (CSRF),"ChangePassword(Request.QueryString[""newPassword""]);","if(Request.HttpMethod == \POST\"") {\n    string csrfToken = Request.Form[\""csrfToken\""];\n    if(Session[\""csrfToken\""].ToString() == csrfToken) { ChangePassword(Request.Form[\""newPassword\""]); } else { throw new UnauthorizedAccessException(); }\n} else { throw new HttpException(405, \""Method Not Allowed\""); }"""
C#,Cross-Site Request Forgery (CSRF),"if(Request.QueryString[""deleteUser""] != null) { UserService.DeleteUser(Request.QueryString[""userId""]); }","if(Request.HttpMethod == \POST\"") {\n    string csrfToken = Request.Form[\""csrfToken\""];\n    if(Session[\""csrfToken\""].ToString() == csrfToken) { UserService.DeleteUser(Request.Form[\""userId\""]); } else { throw new UnauthorizedAccessException(); }\n} else { throw new HttpException(405, \""Method Not Allowed\""); }"""
C#,Cross-Site Request Forgery (CSRF),"UpdateConfig(Request.Form[""configData""]);","if(Request.HttpMethod == \POST\"") {\n    string csrfToken = Request.Form[\""csrfToken\""];\n    if(Session[\""csrfToken\""].ToString() == csrfToken) { UpdateConfig(Request.Form[\""configData\""]); } else { throw new UnauthorizedAccessException(); }\n} else { throw new HttpException(405, \""Method Not Allowed\""); }"""
C#,Cross-Site Request Forgery (CSRF),"File.Delete(Request.QueryString[""filePath""]);","if(Request.HttpMethod == \POST\"") {\n    string csrfToken = Request.Form[\""csrfToken\""];\n    if(Session[\""csrfToken\""].ToString() == csrfToken) { File.Delete(Request.Form[""""filePath""""]); } else { throw new UnauthorizedAccessException(); }\n} else { throw new HttpException(405, \""Method Not Allowed\""); }"""
C#,Cross-Site Request Forgery (CSRF),"AccountService.UpdateDetails(Request.Form[\details\""]);""","if(Request.HttpMethod == \POST\"") {\n    string csrfToken = Request.Form[\""csrfToken\""];\n    if(Session[\""csrfToken\""].ToString() == csrfToken) { AccountService.UpdateDetails(Request.Form[\""details\""]); } else { throw new UnauthorizedAccessException(); }\n} else { throw new HttpException(405, \""Method Not Allowed\""); }"""
C#,Cross-Site Request Forgery (CSRF),"if(Request.QueryString[""pay""] == ""true"") { PaymentService.ProcessPayment(); }","if(Request.HttpMethod == \POST\"") {\n    string csrfToken = Request.Form[\""csrfToken\""];\n    if(Session[\""csrfToken\""].ToString() == csrfToken && Request.Form[\""pay\""] == \""true\"") { PaymentService.ProcessPayment(); } else { throw new UnauthorizedAccessException(); }\n} else { throw new HttpException(405, \""Method Not Allowed\""); }"""
Java,Hardcoded Secrets,"AccountService.ChangeSubscription(Request.Form[\subscription\""]);""","if(Request.HttpMethod == \POST\"") {\n    string csrfToken = Request.Form[\""csrfToken\""];\n    if(Session[\""csrfToken\""].ToString() == csrfToken) { AccountService.ChangeSubscription(Request.Form[\""subscription\""]); } else { throw new UnauthorizedAccessException(); }\n} else { throw new HttpException(405, \""Method Not Allowed\""); }"""
C#,Hardcoded Secrets,"if(Request.Form[\coupon\""] != null) { CouponService.ApplyCoupon(Request.Form[\""coupon\""]); }""","if(Request.HttpMethod == \POST\"") {\n    string csrfToken = Request.Form[\""csrfToken\""];\n    if(Session[\""csrfToken\""].ToString() == csrfToken && Request.Form[\""coupon\""] != null) { CouponService.ApplyCoupon(Request.Form[\""coupon\""]); } else { throw new UnauthorizedAccessException(); }\n} else { throw new HttpException(405, \""Method Not Allowed\""); }"""
Java,Hardcoded Secrets,"String password = ""admin123"";","String password = System.getenv(""DB_PASSWORD"");"
Java,Hardcoded Secrets,"String apiKey = ""AIzaSyD..."";","String apiKey = System.getenv(""GOOGLE_API_KEY"");"
Java,Hardcoded Secrets,"String secret = ""my_secret_key"";","String secret = System.getenv(""SECRET_KEY"");"
Java,Hardcoded Secrets,"final String token = ""abcd1234token"";","final String token = System.getenv(""ACCESS_TOKEN"");"
Java,Hardcoded Secrets,"connection.setPassword(""pass1234"");","connection.setPassword(System.getenv(""DB_PASS""));"
Java,Hardcoded Secrets,"props.setProperty(""aws.secret.key"", ""xyz987"");","props.setProperty(""aws.secret.key"", System.getenv(""AWS_SECRET_KEY""));"
Java,Hardcoded Secrets,"String ftpPassword = ""ftp@1234"";","String ftpPassword = System.getenv(""FTP_PASSWORD"");"
Java,Hardcoded Secrets,"credentials = new PasswordAuthentication(""user"", ""hardcodedPass123"".toCharArray());","credentials = new PasswordAuthentication(""user"", System.getenv(""MAIL_PASS"").toCharArray());"
Java,Hardcoded Secrets,"String twilioToken = ""sk_test_abc"";","String twilioToken = System.getenv(""TWILIO_TOKEN"");"
Java,Hardcoded Secrets,"String jwtSecret = ""jwt_secret_key"";","String jwtSecret = System.getenv(""JWT_SECRET"");"
C#,Hardcoded Secrets,"string password = ""admin123"";","string password = Environment.GetEnvironmentVariable(""DB_PASSWORD"");"
C#,Hardcoded Secrets,"string apiKey = ""AIzaSyD..."";","string apiKey = Environment.GetEnvironmentVariable(""GOOGLE_API_KEY"");"
C#,Hardcoded Secrets,"const string secret = ""my_secret"";","const string secret = Environment.GetEnvironmentVariable(""SECRET_KEY"");"
C#,Hardcoded Secrets,"string connectionString = ""Server=db;User Id=admin;Password=1234;"";","string connectionString = $""Server=db;User Id=admin;Password={Environment.GetEnvironmentVariable(\""DB_PASS\"")};"";"
C#,Hardcoded Secrets,"config[""azureKey""] = ""hardcodedkey123"";","config[""azureKey""] = Environment.GetEnvironmentVariable(""AZURE_KEY"");"
C#,Hardcoded Secrets,"string awsSecret = ""xyz987"";","string awsSecret = Environment.GetEnvironmentVariable(""AWS_SECRET_KEY"");"
C#,Hardcoded Secrets,"string smtpPass = ""mailpass123"";","string smtpPass = Environment.GetEnvironmentVariable(""SMTP_PASS"");"
C#,Hardcoded Secrets,"var credentials = new NetworkCredential(""user"", ""pass1234"");","var credentials = new NetworkCredential(""user"", Environment.GetEnvironmentVariable(""EMAIL_PASS""));"
C#,Hardcoded Secrets,"string jwtSecret = ""jwt_secret"";","string jwtSecret = Environment.GetEnvironmentVariable(""JWT_SECRET"");"
C#,Hardcoded Secrets,"client.Credentials = new NetworkCredential(""apiuser"", ""apipass"");","client.Credentials = new NetworkCredential(""apiuser"", Environment.GetEnvironmentVariable(""API_PASS""));"
Java,Hardcoded Secrets,"String password = ""admin123"";","String password = System.getenv(""DB_PASSWORD"");"
C#,Hardcoded Secrets,"string apiKey = ""12345-abcde"";","string apiKey = Environment.GetEnvironmentVariable(""API_KEY"");"
Java,Hardcoded Secrets,"String password = ""admin123"";","String password = System.getenv(""DB_PASSWORD"");"
Java,Hardcoded Secrets,"String apiKey = ""ABCDEF123456"";","String apiKey = System.getenv(""API_KEY"");"
Java,Hardcoded Secrets,"String token = ""static-token-xyz"";","String token = System.getenv(""AUTH_TOKEN"");"
Java,Hardcoded Secrets,"String secret = ""mysecret"";","String secret = System.getenv(""APP_SECRET"");"
Java,Hardcoded Secrets,"String dbUrl = ""jdbc:mysql://user:pass@localhost/db"";","String dbUrl = System.getenv(""DB_URL"");"
Java,Hardcoded Secrets,"String password = ""admin123"";","String password = System.getenv(""DB_PASSWORD"");"
Java,Hardcoded Secrets,"String apiKey = ""ABCDEF123456"";","String apiKey = System.getenv(""API_KEY"");"
Java,Hardcoded Secrets,"String token = ""static-token-xyz"";","String token = System.getenv(""AUTH_TOKEN"");"
Java,Hardcoded Secrets,"String secret = ""mysecret"";","String secret = System.getenv(""APP_SECRET"");"
Java,Hardcoded Secrets,"String dbUrl = ""jdbc:mysql://user:pass@localhost/db"";","String dbUrl = System.getenv(""DB_URL"");"
Java,Hardcoded Secrets,"String password = ""admin123"";","String password = System.getenv(""APP_PASSWORD"");"
Java,Hardcoded Secrets,"String apiKey = ""12345-abcde"";","String apiKey = System.getenv(""API_KEY"");"
C#,Hardcoded Secrets,"string secret = ""topSecret"";","string secret = Environment.GetEnvironmentVariable(""TOP_SECRET"");"
C#,Hardcoded Secrets,"string dbPass = ""pass123"";","string dbPass = ConfigurationManager.AppSettings[""DB_PASSWORD""];"
Java,Hardcoded Secrets,"String password = ""admin123"";","String password = System.getenv(""DB_PASSWORD"");"
Java,Hardcoded Secrets,"String apiKey = ""ABCDEF123456"";","String apiKey = System.getenv(""API_KEY"");"
C#,Hardcoded Secrets,"string password = ""mySecretPwd"";","string password = ConfigurationManager.AppSettings[""dbPassword""];"
C#,Hardcoded Secrets,"string apiKey = ""12345-abcde"";","string apiKey = Environment.GetEnvironmentVariable(""API_KEY"");"
Java,Improper Input Validation,"int age = Integer.parseInt(request.getParameter(""age""));"," ""try { int age = Integer.parseInt(request.getParameter(""""age"""")); } catch (NumberFormatException e) { age = 0; }"""
C#,Improper Input Validation,"int age = Convert.ToInt32(Request.QueryString[""age""]);"," ""int age; if(!int.TryParse(Request.QueryString[""""age""""], out age)) { age = 0; }"""
Java,Improper Input Validation,"int idx = Integer.parseInt(request.getParameter(""index""));\nItem item = items[idx];","int idx = Integer.parseInt(request.getParameter(""index""));\nif(idx >= 0 && idx < items.length) {\n    Item item = items[idx];\n}"
Java,Improper Input Validation,"int age = Integer.parseInt(request.getParameter(""age""));","try {\n    int age = Integer.parseInt(request.getParameter(\age\""));\n} catch (NumberFormatException e) {\n    age = 0;\n}"""
C#,Improper Input Validation,"int age = Convert.ToInt32(Request.QueryString[""age""]);","int age;\nif(!int.TryParse(Request.QueryString[\age\""]"
Java,Improper Input Validation,"String username = request.getParameter(\username\"");\n// Using user input without validation\nuserService.findUserByUsername(username);""","String username = request.getParameter(\username\"");\nif(username != null && username.length() <= 20 && username.matches(\""^[a-zA-Z0-9]+$\"")) {\n    userService.findUserByUsername(username);\n} else {\n    throw new IllegalArgumentException(\""Invalid username\"");\n}"""
Java,Improper Input Validation,"int age = Integer.parseInt(request.getParameter(\age\""));\n// No range check for age""","String ageStr = request.getParameter(\age\"");\nint age = Integer.parseInt(ageStr);\nif(age >= 0 && age <= 120) {\n    processAge(age);\n} else {\n    throw new IllegalArgumentException(\""Invalid age\"");\n}"""
Java,Improper Input Validation,"String filename = request.getParameter(\filename\"");\nFile file = new File(\""/uploads/\"" + filename);\nreadFile(file);""","String filename = request.getParameter(\filename\"");\nif(filename != null && filename.matches(\""^[a-zA-Z0-9_.-]+$\"")) {\n    File file = new File(\""/uploads/\"" + filename);\n    readFile(file);\n} else {\n    throw new IllegalArgumentException(\""Invalid file name\"");\n}"""
Java,Improper Input Validation,"String dateStr = request.getParameter(\date\"");\nDate date = new SimpleDateFormat(\""yyyy-MM-dd\"").parse(dateStr);\nprocessDate(date);""","String dateStr = request.getParameter(\date\"");\ntry {\n    Date date = new SimpleDateFormat(\""yyyy-MM-dd\"").parse(dateStr);\n    processDate(date);\n} catch(ParseException e) {\n    throw new IllegalArgumentException(\""Invalid date format\"");\n}"""
Java,Improper Input Validation,"String email = request.getParameter(\email\"");\nregisterUser(email);""","String email = request.getParameter(\email\"");\nif(email != null && email.matches(\""^[A-Za-z0-9+_.-]+@[A-Za-z0-9.-]+$\"")) {\n    registerUser(email);\n} else {\n    throw new IllegalArgumentException(\""Invalid email address\"");\n}"""
Java,Improper Input Validation,"String comment = request.getParameter(\comment\"");\n// Directly displaying user input\nout.println(comment);""","String comment = request.getParameter(\comment\"");\nif(comment != null && comment.length() < 500) {\n    out.println(HtmlUtils.htmlEscape(comment));\n} else {\n    throw new IllegalArgumentException(\""Invalid comment\"");\n}"""
Java,Improper Input Validation,"String url = request.getParameter(\redirectUrl\"");\nresponse.sendRedirect(url);""","String url = request.getParameter(\redirectUrl\"");\nif(url != null && url.startsWith(\""https://www.example.com/\"")) {\n    response.sendRedirect(url);\n} else {\n    throw new IllegalArgumentException(\""Invalid redirect URL\"");\n}"""
Java,Improper Input Validation,"String json = request.getParameter(\data\"");\n// Parsing JSON without validation\nJSONObject obj = new JSONObject(json);\nprocess(obj);""","String json = request.getParameter(\data\"");\nif(json != null && json.trim().startsWith(\""{\"") && json.trim().endsWith(\""}\"")) {\n    JSONObject obj = new JSONObject(json);\n    process(obj);\n} else {\n    throw new IllegalArgumentException(\""Invalid JSON format\"");\n}"""
C#,Improper Input Validation,"string comment = Request.Form[\comment\""];\nResponse.Write(comment);""","string comment = Request.Form[\comment\""];\nif(!string.IsNullOrEmpty(comment) && comment.Length < 500) {\n    Response.Write(HttpUtility.HtmlEncode(comment));\n} else {\n    throw new ArgumentException(\""Invalid comment\"");\n}"""
C#,Improper Input Validation,"string redirectUrl = Request.QueryString[\redirectUrl\""];\nResponse.Redirect(redirectUrl);""","string redirectUrl = Request.QueryString[\redirectUrl\""];\nif(!string.IsNullOrEmpty(redirectUrl) && redirectUrl.StartsWith(\""https://www.example.com/\"")) {\n    Response.Redirect(redirectUrl);\n} else {\n    throw new ArgumentException(\""Invalid redirect URL\"");\n}"""
C#,Improper Input Validation,"string jsonData = Request.Form[\data\""];\nJObject obj = JObject.Parse(jsonData);\nProcessData(obj);""","string jsonData = Request.Form[\data\""];\nif(!string.IsNullOrEmpty(jsonData) && jsonData.Trim().StartsWith(\""{\"") && jsonData.Trim().EndsWith(\""}\"")) {\n    JObject obj = JObject.Parse(jsonData);\n    ProcessData(obj);\n} else {\n    throw new ArgumentException(\""Invalid JSON data\"");\n}"""
Java,Improper Input Validation,"String productId = request.getParameter(\productId\"");\nuseProduct(productId);""","String productId = request.getParameter(\productId\"");\nif(productId != null && productId.matches(\""^\\d+$\"")) {\n    int pid = Integer.parseInt(productId);\n    useProduct(pid);\n} else {\n    throw new IllegalArgumentException(\""Invalid productId\"");\n}"""
Java,Improper Input Validation,"String apiUrl = request.getParameter(\apiUrl\"");\ncallExternalApi(apiUrl);""","String apiUrl = request.getParameter(\apiUrl\"");\nif(apiUrl != null && apiUrl.startsWith(\""https://api.trusted.com/\"")) {\n    callExternalApi(apiUrl);\n} else {\n    throw new IllegalArgumentException(\""Invalid API URL\"");\n}"""
